Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Matt Zunic,WAS,9,0.0,26,7,39,.179,-,-,-,12,19,.632,-,-,0,6,-,-,-,26,NBA 1948-1949 Playoffs Players Statistic
Max Zaslofsky,CHI,2,0.0,44,15,49,.306,-,-,-,14,18,.778,-,-,0,6,-,-,-,3,NBA 1948-1949 Playoffs Players Statistic
D.C. Wilcutt,STB,2,0.0,6,3,7,.429,-,-,-,0,0,.000,-,-,0,4,-,-,-,2,NBA 1948-1949 Playoffs Players Statistic
Bobby Wanzer,ROR,4,0.0,38,13,41,.317,-,-,-,12,17,.706,-,-,0,9,-,-,-,9,NBA 1948-1949 Playoffs Players Statistic
Gene Vance,CHI,2,0.0,21,8,35,.229,-,-,-,5,6,.833,-,-,0,7,-,-,-,11,NBA 1948-1949 Playoffs Players Statistic
Butch Van Breda Kolff,NYK,6,0.0,49,15,40,.375,-,-,-,19,23,.826,-,-,0,7,-,-,-,14,NBA 1948-1949 Playoffs Players Statistic
Irv Torgoff,PHI,2,0.0,0,0,3,.000,-,-,-,0,0,.000,-,-,0,2,-,-,-,2,NBA 1948-1949 Playoffs Players Statistic
Jack Toomay,BAL,1,0.0,7,1,5,.200,-,-,-,5,7,.714,-,-,0,0,-,-,-,6,NBA 1948-1949 Playoffs Players Statistic
Hal Tidrick,BAL,3,0.0,13,5,19,.263,-,-,-,3,5,.600,-,-,0,1,-,-,-,16,NBA 1948-1949 Playoffs Players Statistic
Sid Tanenbaum,BAL,3,0.0,17,6,29,.207,-,-,-,5,5,1.000,-,-,0,10,-,-,-,5,NBA 1948-1949 Playoffs Players Statistic
Stan Stutz,BAL,3,0.0,5,1,5,.200,-,-,-,3,6,.500,-,-,0,0,-,-,-,9,NBA 1948-1949 Playoffs Players Statistic
Gene Stump,BOS,3,0.0,2,1,3,.333,-,-,-,0,0,.000,-,-,0,0,-,-,-,2,NBA 1948-1949 Playoffs Players Statistic
Art Spector,BOS,3,0.0,6,2,9,.222,-,-,-,2,4,.500,-,-,0,0,-,-,-,9,NBA 1948-1949 Playoffs Players Statistic
Odie Spears,CHI,2,0.0,18,7,26,.269,-,-,-,4,7,.571,-,-,0,2,-,-,-,9,NBA 1948-1949 Playoffs Players Statistic
Belus Smawley,STB,2,0.0,10,5,12,.417,-,-,-,0,0,.000,-,-,0,0,-,-,-,4,NBA 1948-1949 Playoffs Players Statistic
Connie Simmons,BAL,3,0.0,48,13,37,.351,-,-,-,22,29,.759,-,-,0,7,-,-,-,12,NBA 1948-1949 Playoffs Players Statistic
George Senesky,PHI,2,0.0,12,3,22,.136,-,-,-,6,8,.750,-,-,0,4,-,-,-,6,NBA 1948-1949 Playoffs Players Statistic
Fred Scolari,WAS,9,0.0,82,27,100,.270,-,-,-,28,40,.700,-,-,0,16,-,-,-,24,NBA 1948-1949 Playoffs Players Statistic
Dick Schulz,WAS,11,0.0,54,17,74,.230,-,-,-,20,35,.571,-,-,0,27,-,-,-,36,NBA 1948-1949 Playoffs Players Statistic
Otto Schnellbacher,STB,2,0.0,18,6,20,.300,-,-,-,6,12,.500,-,-,0,6,-,-,-,9,NBA 1948-1949 Playoffs Players Statistic
Herm Schaefer,MIN,10,0.0,124,48,104,.462,-,-,-,28,32,.875,-,-,0,31,-,-,-,22,NBA 1948-1949 Playoffs Players Statistic
Ed Sadowski,PHI,2,0.0,20,6,28,.214,-,-,-,8,13,.615,-,-,0,3,-,-,-,6,NBA 1948-1949 Playoffs Players Statistic
Jerry Rullo,PHI,2,0.0,6,2,8,.250,-,-,-,2,2,1.000,-,-,0,1,-,-,-,9,NBA 1948-1949 Playoffs Players Statistic
Irv Rothenberg,NYK,6,0.0,10,4,19,.211,-,-,-,2,10,.200,-,-,0,2,-,-,-,12,NBA 1948-1949 Playoffs Players Statistic
Kenny Rollins,CHI,2,0.0,0,0,6,.000,-,-,-,0,0,.000,-,-,0,2,-,-,-,2,NBA 1948-1949 Playoffs Players Statistic
Red Rocha,STB,2,0.0,36,16,36,.444,-,-,-,4,5,.800,-,-,0,6,-,-,-,6,NBA 1948-1949 Playoffs Players Statistic
Bill Roberts,STB,2,0.0,22,10,29,.345,-,-,-,2,5,.400,-,-,0,2,-,-,-,10,NBA 1948-1949 Playoffs Players Statistic
Tex Ritter,NYK,5,0.0,31,10,33,.303,-,-,-,11,20,.550,-,-,0,2,-,-,-,15,NBA 1948-1949 Playoffs Players Statistic
Arnie Risen,ROR,4,0.0,66,22,53,.415,-,-,-,22,33,.667,-,-,0,10,-,-,-,16,NBA 1948-1949 Playoffs Players Statistic
Chick Reiser,BAL,3,0.0,30,6,25,.240,-,-,-,18,20,.900,-,-,0,8,-,-,-,15,NBA 1948-1949 Playoffs Players Statistic
Don Putman,STB,2,0.0,4,2,11,.182,-,-,-,0,3,.000,-,-,0,4,-,-,-,6,NBA 1948-1949 Playoffs Players Statistic
Jim Pollard,MIN,10,0.0,130,43,147,.293,-,-,-,44,62,.710,-,-,0,39,-,-,-,31,NBA 1948-1949 Playoffs Players Statistic
Andy Phillip,CHI,2,0.0,39,14,36,.389,-,-,-,11,11,1.000,-,-,0,12,-,-,-,9,NBA 1948-1949 Playoffs Players Statistic
Jake Pelkington,BAL,3,0.0,53,13,33,.394,-,-,-,27,35,.771,-,-,0,3,-,-,-,13,NBA 1948-1949 Playoffs Players Statistic
Easy Parham,STB,2,0.0,10,5,13,.385,-,-,-,0,0,.000,-,-,0,6,-,-,-,6,NBA 1948-1949 Playoffs Players Statistic
Bud Palmer,NYK,6,0.0,81,27,64,.422,-,-,-,27,35,.771,-,-,0,10,-,-,-,31,NBA 1948-1949 Playoffs Players Statistic
Dick O'Keefe,WAS,11,0.0,57,22,60,.367,-,-,-,13,20,.650,-,-,0,11,-,-,-,37,NBA 1948-1949 Playoffs Players Statistic
Mike Novak,ROR,4,0.0,13,6,22,.273,-,-,-,1,1,1.000,-,-,0,10,-,-,-,13,NBA 1948-1949 Playoffs Players Statistic
Johnny Norlander,WAS,11,0.0,70,25,73,.342,-,-,-,20,26,.769,-,-,0,7,-,-,-,27,NBA 1948-1949 Playoffs Players Statistic
Paul Noel,NYK,4,0.0,14,5,12,.417,-,-,-,4,5,.800,-,-,0,2,-,-,-,12,NBA 1948-1949 Playoffs Players Statistic
Jack Nichols,WAS,11,0.0,158,62,152,.408,-,-,-,34,51,.667,-,-,0,27,-,-,-,44,NBA 1948-1949 Playoffs Players Statistic
Angelo Musi,PHI,2,0.0,8,3,17,.176,-,-,-,2,2,1.000,-,-,0,0,-,-,-,1,NBA 1948-1949 Playoffs Players Statistic
Bill Miller,STB,1,0.0,0,0,0,.000,-,-,-,0,2,.000,-,-,0,0,-,-,-,0,NBA 1948-1949 Playoffs Players Statistic
George Mikan,MIN,10,0.0,303,103,227,.454,-,-,-,97,121,.802,-,-,0,21,-,-,-,44,NBA 1948-1949 Playoffs Players Statistic
Ed Mikan,CHI,2,0.0,16,8,38,.211,-,-,-,0,3,.000,-,-,0,1,-,-,-,6,NBA 1948-1949 Playoffs Players Statistic
