Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Harry Zeller,PIT,48,0.0,362,120,382,.314,-,-,-,122,177,.689,-,-,0,31,-,-,-,177,NBA 1946-1947 Regular_Season Players Statistic
Max Zaslofsky,CHI,61,0.0,877,336,"1,020",.329,-,-,-,205,278,.737,-,-,0,40,-,-,-,121,NBA 1946-1947 Regular_Season Players Statistic
Ray Wertis,CLR,61,0.0,214,79,366,.216,-,-,-,56,91,.615,-,-,0,39,-,-,-,82,NBA 1946-1947 Regular_Season Players Statistic
Jake Weber,PRO,50,0.0,173,59,202,.292,-,-,-,55,79,.696,-,-,0,4,-,-,-,111,NBA 1946-1947 Regular_Season Players Statistic
Red Wallace,TRH,61,0.0,556,225,809,.278,-,-,-,106,196,.541,-,-,0,58,-,-,-,167,NBA 1946-1947 Regular_Season Players Statistic
Virgil Vaughn,BOS,17,0.0,45,15,78,.192,-,-,-,15,28,.536,-,-,0,10,-,-,-,18,NBA 1946-1947 Regular_Season Players Statistic
Butch Van Breda Kolff,NYK,16,0.0,25,7,34,.206,-,-,-,11,17,.647,-,-,0,6,-,-,-,10,NBA 1946-1947 Regular_Season Players Statistic
Irv Torgoff,WAS,58,0.0,490,187,684,.273,-,-,-,116,159,.730,-,-,0,30,-,-,-,173,NBA 1946-1947 Regular_Season Players Statistic
Buck Sydnor,CHI,15,0.0,15,5,26,.192,-,-,-,5,10,.500,-,-,0,0,-,-,-,6,NBA 1946-1947 Regular_Season Players Statistic
Stan Stutz,NYK,60,0.0,477,172,641,.268,-,-,-,133,170,.782,-,-,0,49,-,-,-,127,NBA 1946-1947 Regular_Season Players Statistic
Art Stolkey,DTF,23,0.0,102,36,164,.220,-,-,-,30,44,.682,-,-,0,38,-,-,-,72,NBA 1946-1947 Regular_Season Players Statistic
Lou Spicer,PRO,4,0.0,1,0,7,.000,-,-,-,1,2,.500,-,-,0,0,-,-,-,3,NBA 1946-1947 Regular_Season Players Statistic
Art Spector,BOS,55,0.0,329,123,460,.267,-,-,-,83,150,.553,-,-,0,46,-,-,-,130,NBA 1946-1947 Regular_Season Players Statistic
Gino Sovran,TRH,6,0.0,11,5,15,.333,-,-,-,1,2,.500,-,-,0,1,-,-,-,5,NBA 1946-1947 Regular_Season Players Statistic
Deb Smith,STB,48,0.0,73,32,119,.269,-,-,-,9,21,.429,-,-,0,6,-,-,-,47,NBA 1946-1947 Regular_Season Players Statistic
Belus Smawley,STB,22,0.0,262,113,352,.321,-,-,-,36,47,.766,-,-,0,10,-,-,-,37,NBA 1946-1947 Regular_Season Players Statistic
Johnny Simmons,BOS,60,0.0,318,120,429,.280,-,-,-,78,127,.614,-,-,0,29,-,-,-,78,NBA 1946-1947 Regular_Season Players Statistic
Connie Simmons,BOS,60,0.0,620,246,768,.320,-,-,-,128,189,.677,-,-,0,62,-,-,-,130,NBA 1946-1947 Regular_Season Players Statistic
Ralph Siewert,TRH,21,0.0,20,6,44,.136,-,-,-,8,15,.533,-,-,0,4,-,-,-,18,NBA 1946-1947 Regular_Season Players Statistic
Fred Sheffield,PHI,22,0.0,74,29,146,.199,-,-,-,16,26,.615,-,-,0,4,-,-,-,34,NBA 1946-1947 Regular_Season Players Statistic
Bob Shea,PRO,43,0.0,93,37,153,.242,-,-,-,19,33,.576,-,-,0,6,-,-,-,42,NBA 1946-1947 Regular_Season Players Statistic
Earl Shannon,PRO,57,0.0,687,245,722,.339,-,-,-,197,348,.566,-,-,0,84,-,-,-,169,NBA 1946-1947 Regular_Season Players Statistic
Nick Shaback,CLR,53,0.0,242,102,385,.265,-,-,-,38,53,.717,-,-,0,29,-,-,-,75,NBA 1946-1947 Regular_Season Players Statistic
George Senesky,PHI,58,0.0,366,142,531,.267,-,-,-,82,124,.661,-,-,0,34,-,-,-,83,NBA 1946-1947 Regular_Season Players Statistic
Jim Seminoff,CHI,60,0.0,439,184,586,.314,-,-,-,71,130,.546,-,-,0,63,-,-,-,155,NBA 1946-1947 Regular_Season Players Statistic
Fred Scolari,WAS,58,0.0,728,291,989,.294,-,-,-,146,180,.811,-,-,0,58,-,-,-,159,NBA 1946-1947 Regular_Season Players Statistic
Dick Schulz,TRH,57,0.0,354,130,548,.237,-,-,-,94,138,.681,-,-,0,56,-,-,-,123,NBA 1946-1947 Regular_Season Players Statistic
Milt Schoon,DTF,41,0.0,120,43,199,.216,-,-,-,34,80,.425,-,-,0,12,-,-,-,75,NBA 1946-1947 Regular_Season Players Statistic
