Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Tyler Zeller,CLE,70,"1,049.4",399,156,290,.538,0,1,.000,87,121,.719,103,179,282,36,18,38,60,137,NBA 2013-2014 Regular_Season Players Statistic
Cody Zeller,CHA,82,"1,416.1",490,172,404,.426,0,1,.000,146,200,.730,118,235,353,92,40,41,87,170,NBA 2013-2014 Regular_Season Players Statistic
Thaddeus Young,PHI,79,"2,717.6","1,417",582,"1,283",.454,90,292,.308,163,229,.712,166,310,476,182,167,36,165,213,NBA 2013-2014 Regular_Season Players Statistic
Nick Young,LAL,64,"1,809.5","1,144",387,889,.435,135,350,.386,235,285,.825,29,137,166,95,46,12,95,156,NBA 2013-2014 Regular_Season Players Statistic
Tony Wroten,PHI,72,"1,764.7",939,345,808,.427,40,188,.213,209,326,.641,69,159,228,217,78,16,204,151,NBA 2013-2014 Regular_Season Players Statistic
Dorell Wright,POR,68,984.5,343,111,297,.374,69,202,.342,52,69,.754,29,162,191,64,23,16,39,62,NBA 2013-2014 Regular_Season Players Statistic
Chris Wright,MIL,8,125.5,48,21,35,.600,0,1,.000,6,15,.400,10,10,20,5,7,5,5,17,NBA 2013-2014 Regular_Season Players Statistic
Brandan Wright,DAL,58,"1,077.4",525,224,331,.677,0,0,.000,77,106,.726,102,142,244,31,32,55,35,94,NBA 2013-2014 Regular_Season Players Statistic
Metta World Peace,NYK,29,388.2,139,56,141,.397,17,54,.315,10,16,.625,18,41,59,17,24,8,19,44,NBA 2013-2014 Regular_Season Players Statistic
Nate Wolters,MIL,58,"1,309.4",417,170,389,.437,18,62,.290,59,90,.656,33,116,149,187,35,15,57,67,NBA 2013-2014 Regular_Season Players Statistic
Jeff Withey,NOP,58,684.4,190,69,129,.535,0,1,.000,52,73,.712,49,101,150,26,15,50,20,73,NBA 2013-2014 Regular_Season Players Statistic
Shawne Williams,LAL,36,750.8,202,73,192,.380,42,129,.326,14,20,.700,25,142,167,30,19,30,21,93,NBA 2013-2014 Regular_Season Players Statistic
Reggie Williams,OKC,3,16.7,11,5,9,.556,1,3,.333,0,0,.000,0,0,0,1,1,0,2,1,NBA 2013-2014 Regular_Season Players Statistic
Mo Williams,POR,74,"1,834.3",721,280,672,.417,83,225,.369,78,89,.876,42,111,153,321,55,10,149,197,NBA 2013-2014 Regular_Season Players Statistic
Marvin Williams,UTA,66,"1,673.6",603,231,526,.439,84,234,.359,57,73,.781,82,252,334,78,54,31,53,151,NBA 2013-2014 Regular_Season Players Statistic
Lou Williams,ATL,60,"1,444.6",625,197,493,.400,79,231,.342,152,179,.849,10,114,124,210,45,4,92,65,NBA 2013-2014 Regular_Season Players Statistic
Elliot Williams,PHI,67,"1,157.2",404,140,337,.415,37,125,.296,87,119,.731,30,100,130,72,35,3,68,126,NBA 2013-2014 Regular_Season Players Statistic
Derrick Williams,SAC,78,"1,820.2",624,206,482,.427,26,99,.263,186,259,.718,71,252,323,56,48,20,76,114,NBA 2013-2014 Regular_Season Players Statistic
Deron Williams,BRK,64,"2,059.3",915,322,716,.450,98,268,.366,173,216,.801,15,153,168,392,93,13,143,148,NBA 2013-2014 Regular_Season Players Statistic
Royce White,SAC,3,8.9,0,0,1,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,2,NBA 2013-2014 Regular_Season Players Statistic
D.J. White,CHA,2,10.2,0,0,1,.000,0,0,.000,0,0,.000,0,2,2,0,1,0,0,1,NBA 2013-2014 Regular_Season Players Statistic
Russell Westbrook,OKC,46,"1,411.7","1,002",346,791,.437,68,214,.318,242,293,.826,55,208,263,319,88,7,177,104,NBA 2013-2014 Regular_Season Players Statistic
David West,IND,80,"2,472.2","1,118",458,939,.488,4,15,.267,198,251,.789,120,422,542,223,61,74,133,186,NBA 2013-2014 Regular_Season Players Statistic
Martell Webster,WAS,78,"2,157.1",759,254,587,.433,146,372,.392,105,125,.840,38,184,222,97,41,15,58,150,NBA 2013-2014 Regular_Season Players Statistic
Maalik Wayns,LAC,2,9.4,2,1,2,.500,0,0,.000,0,0,.000,0,2,2,2,2,0,0,4,NBA 2013-2014 Regular_Season Players Statistic
Earl Watson,POR,24,160.6,12,3,11,.273,2,7,.286,4,4,1.000,5,10,15,28,5,1,17,33,NBA 2013-2014 Regular_Season Players Statistic
