Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Max Zaslofsky,CHI,5,0.0,97,30,88,.341,-,-,-,37,47,.787,-,-,0,0,-,-,-,17,NBA 1947-1948 Playoffs Players Statistic
Gene Vance,CHI,5,0.0,47,17,66,.258,-,-,-,13,17,.765,-,-,0,1,-,-,-,15,NBA 1947-1948 Playoffs Players Statistic
Butch Van Breda Kolff,NYK,3,0.0,22,6,16,.375,-,-,-,10,14,.714,-,-,0,2,-,-,-,8,NBA 1947-1948 Playoffs Players Statistic
Sid Tanenbaum,NYK,3,0.0,30,11,33,.333,-,-,-,8,11,.727,-,-,0,4,-,-,-,8,NBA 1947-1948 Playoffs Players Statistic
Stan Stutz,NYK,3,0.0,15,3,11,.273,-,-,-,9,11,.818,-,-,0,1,-,-,-,9,NBA 1947-1948 Playoffs Players Statistic
Gene Stump,BOS,3,0.0,2,1,3,.333,-,-,-,0,0,.000,-,-,0,0,-,-,-,2,NBA 1947-1948 Playoffs Players Statistic
Art Spector,BOS,3,0.0,6,2,9,.222,-,-,-,2,4,.500,-,-,0,0,-,-,-,9,NBA 1947-1948 Playoffs Players Statistic
Belus Smawley,STB,6,0.0,66,26,86,.302,-,-,-,14,18,.778,-,-,0,2,-,-,-,15,NBA 1947-1948 Playoffs Players Statistic
Connie Simmons,BAL,11,0.0,188,65,175,.371,-,-,-,58,78,.744,-,-,0,11,-,-,-,42,NBA 1947-1948 Playoffs Players Statistic
George Senesky,PHI,13,0.0,129,50,159,.314,-,-,-,29,45,.644,-,-,0,10,-,-,-,33,NBA 1947-1948 Playoffs Players Statistic
Jim Seminoff,CHI,5,0.0,49,16,62,.258,-,-,-,17,26,.654,-,-,0,8,-,-,-,21,NBA 1947-1948 Playoffs Players Statistic
Dick Schulz,BAL,11,0.0,82,22,114,.193,-,-,-,38,51,.745,-,-,0,7,-,-,-,30,NBA 1947-1948 Playoffs Players Statistic
Ben Schadler,CHI,4,0.0,10,5,23,.217,-,-,-,0,2,.000,-,-,0,1,-,-,-,4,NBA 1947-1948 Playoffs Players Statistic
Ed Sadowski,BOS,3,0.0,61,19,55,.345,-,-,-,23,38,.605,-,-,0,6,-,-,-,17,NBA 1947-1948 Playoffs Players Statistic
Giff Roux,STB,5,0.0,7,2,24,.083,-,-,-,3,7,.429,-,-,0,0,-,-,-,3,NBA 1947-1948 Playoffs Players Statistic
Mickey Rottner,CHI,4,0.0,7,3,15,.200,-,-,-,1,3,.333,-,-,0,2,-,-,-,13,NBA 1947-1948 Playoffs Players Statistic
Irv Rothenberg,STB,5,0.0,14,5,34,.147,-,-,-,4,7,.571,-,-,0,0,-,-,-,9,NBA 1947-1948 Playoffs Players Statistic
Gene Rock,CHI,2,0.0,0,0,0,.000,-,-,-,0,1,.000,-,-,0,0,-,-,-,0,NBA 1947-1948 Playoffs Players Statistic
Red Rocha,STB,7,0.0,80,29,118,.246,-,-,-,22,30,.733,-,-,0,6,-,-,-,30,NBA 1947-1948 Playoffs Players Statistic
Mel Riebe,BOS,3,0.0,42,14,43,.326,-,-,-,14,20,.700,-,-,0,3,-,-,-,10,NBA 1947-1948 Playoffs Players Statistic
Chick Reiser,BAL,11,0.0,103,36,139,.259,-,-,-,31,42,.738,-,-,0,7,-,-,-,46,NBA 1947-1948 Playoffs Players Statistic
Don Putman,STB,7,0.0,23,8,44,.182,-,-,-,7,12,.583,-,-,0,5,-,-,-,15,NBA 1947-1948 Playoffs Players Statistic
Andy Phillip,CHI,5,0.0,36,13,46,.283,-,-,-,10,14,.714,-,-,0,4,-,-,-,11,NBA 1947-1948 Playoffs Players Statistic
Bud Palmer,NYK,3,0.0,42,16,38,.421,-,-,-,10,13,.769,-,-,0,0,-,-,-,17,NBA 1947-1948 Playoffs Players Statistic
Buddy O'Grady,STB,7,0.0,25,11,33,.333,-,-,-,3,3,1.000,-,-,0,0,-,-,-,5,NBA 1947-1948 Playoffs Players Statistic
Bob O'Brien,PHI,9,0.0,28,9,38,.237,-,-,-,10,15,.667,-,-,0,3,-,-,-,13,NBA 1947-1948 Playoffs Players Statistic
Stan Noszka,BOS,3,0.0,25,10,30,.333,-,-,-,5,8,.625,-,-,0,2,-,-,-,11,NBA 1947-1948 Playoffs Players Statistic
Paul Noel,NYK,3,0.0,0,0,7,.000,-,-,-,0,1,.000,-,-,0,0,-,-,-,4,NBA 1947-1948 Playoffs Players Statistic
Angelo Musi,PHI,13,0.0,73,26,129,.202,-,-,-,21,28,.750,-,-,0,11,-,-,-,30,NBA 1947-1948 Playoffs Players Statistic
George Munroe,BOS,3,0.0,4,1,5,.200,-,-,-,2,2,1.000,-,-,0,1,-,-,-,2,NBA 1947-1948 Playoffs Players Statistic
Stan Miasek,CHI,5,0.0,73,28,76,.368,-,-,-,17,30,.567,-,-,0,3,-,-,-,27,NBA 1947-1948 Playoffs Players Statistic
Carl Meinhold,BAL,11,0.0,40,17,67,.254,-,-,-,6,13,.462,-,-,0,0,-,-,-,6,NBA 1947-1948 Playoffs Players Statistic
Ariel Maughan,STB,7,0.0,80,32,122,.262,-,-,-,16,23,.696,-,-,0,1,-,-,-,22,NBA 1947-1948 Playoffs Players Statistic
Don Martin,STB,5,0.0,11,5,20,.250,-,-,-,1,1,1.000,-,-,0,1,-,-,-,6,NBA 1947-1948 Playoffs Players Statistic
