Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
John Abramovic,G,1.905,88.45051215000001,28,PIT,47,0,United States,NBA 1946-1947 Players Information
Chet Aubuchon,G,1.778,62.142154690000005,30,DTF,29,0,United States,NBA 1946-1947 Players Information
Norm Baker,G,1.8288,81.6466266,24,CHI,4,0,Canada,NBA 1946-1947 Players Information
Herschel Baltimore,GF,1.9304,88.45051215000001,25,STB,58,0,United States,NBA 1946-1947 Players Information
John Barr,G,1.905,92.98643585,28,STB,57,0,United States,NBA 1946-1947 Players Information
Frankie Baumholtz,PG,1.778,77.1107029,28,CLR,45,0,United States,NBA 1946-1947 Players Information
Moe Becker,G,1.8541999999999998,83.91458845000001,30,"BOS, DTF, PIT",42,0,United States,NBA 1946-1947 Players Information
Hank Beenders,GF,1.9811999999999999,83.91458845000001,30,PRO,58,0,Netherlands,NBA 1946-1947 Players Information
Hank Biasatti,G,1.8034,79.37866475,25,TRH,6,0,Italy,NBA 1946-1947 Players Information
Al Brightman,G,1.8796,88.45051215000001,23,BOS,57,0,United States,NBA 1946-1947 Players Information
Aud Brindley,GF,1.9304,79.37866475,23,NYK,9,0,United States,NBA 1946-1947 Players Information
Harold Brown,G,1.8288,70.30681735,23,DTF,52,0,United States,NBA 1946-1947 Players Information
Leon Brown,G,1.905,86.1825503,27,CLR,4,0,United States,NBA 1946-1947 Players Information
Tommy Byrnes,GF,1.905,79.37866475,24,NYK,59,0,United States,NBA 1946-1947 Players Information
Michael Bytzura,G,1.8541999999999998,77.1107029,24,PIT,59,0,United States,NBA 1946-1947 Players Information
Tom Callahan,G,1.8541999999999998,81.6466266,25,PRO,11,0,United States,NBA 1946-1947 Players Information
Ernie Calverley,PG,1.778,65.77089365,23,PRO,59,0,United States,NBA 1946-1947 Players Information
Chet Carlisle,F,1.9558,88.45051215000001,30,CHI,51,0,United States,NBA 1946-1947 Players Information
Don Carlson,G,1.8288,77.1107029,27,CHI,60,0,United States,NBA 1946-1947 Players Information
Bob Cluggish,C,2.0827999999999998,106.59420695,29,NYK,51,0,United States,NBA 1946-1947 Players Information
Chuck Connors,F,1.9811999999999999,90.718474,25,BOS,49,0,United States,NBA 1946-1947 Players Information
Hal Crisler,GF,1.905,97.52235955,23,BOS,5,0,United States,NBA 1946-1947 Players Information
Armand Cure,G,1.8288,89.81128926000001,27,PRO,10,0,United States,NBA 1946-1947 Players Information
Howie Dallmar,SG,1.9304,90.718474,24,PHI,60,0,United States,NBA 1946-1947 Players Information
Aubrey Davis,GF,1.8796,79.37866475,25,STB,58,0,United States,NBA 1946-1947 Players Information
Bill Davis,GF,1.905,97.52235955,25,CHI,46,0,United States,NBA 1946-1947 Players Information
Red Dehnert,GF,1.905,79.37866475,-,PRO,9,0,United States,NBA 1946-1947 Players Information
Bob Dille,GF,1.905,86.1825503,29,DTF,55,0,United States,NBA 1946-1947 Players Information
Bob Doll,F,1.9558,88.45051215000001,27,STB,60,0,United States,NBA 1946-1947 Players Information
Bob Duffy,GF,1.9304,79.37866475,24,"BOS, CHI",16,0,United States,NBA 1946-1947 Players Information
Don Eliason,GF,1.8796,95.2543977,28,BOS,1,0,United States,NBA 1946-1947 Players Information
Ned Endress,G,1.8796,90.718474,28,CLR,13,0,United States,NBA 1946-1947 Players Information
Joe Fabel,GF,1.8541999999999998,86.1825503,33,PIT,30,0,United States,NBA 1946-1947 Players Information
Bob Faught,GF,1.9558,86.1825503,25,CLR,51,0,United States,NBA 1946-1947 Players Information
Bob Feerick,GF,1.905,86.1825503,27,WAS,56,0,United States,NBA 1946-1947 Players Information
Warren Fenley,GF,1.905,86.1825503,25,BOS,31,0,United States,NBA 1946-1947 Players Information
Bob Fitzgerald,GF,1.9558,86.1825503,23,"NYK, TRH",60,0,United States,NBA 1946-1947 Players Information
Dick Fitzgerald,F,1.8796,83.91458845000001,26,TRH,58,0,United States,NBA 1946-1947 Players Information
Jerry Fleishman,G,1.8796,86.1825503,25,PHI,59,0,United States,NBA 1946-1947 Players Information
Nat Frankel,GF,1.8288,88.45051215000001,33,PIT,6,0,United States,NBA 1946-1947 Players Information
Frido Frey,F,1.8796,,25,NYK,23,0,Germany,NBA 1946-1947 Players Information
Frank Fucarino,G,1.8796,79.37866475,26,TRH,27,0,United States,NBA 1946-1947 Players Information
Joe Fulks,SF,1.9558,86.1825503,25,PHI,60,0,United States,NBA 1946-1947 Players Information
Bob Gantt,GF,1.9304,92.98643585,24,WAS,22,0,United States,NBA 1946-1947 Players Information
Jack Garfinkel,G,1.8288,86.1825503,28,BOS,39,0,United States,NBA 1946-1947 Players Information
Gorham Getchell,C,1.9304,92.98643585,26,PIT,11,0,United States,NBA 1946-1947 Players Information
Gene Gillette,F,1.8796,92.98643585,-,WAS,13,0,United States,NBA 1946-1947 Players Information
Chuck Gilmur,FC,1.9304,102.05828325,24,CHI,48,0,United States,NBA 1946-1947 Players Information
Ben Goldfaden,G,1.8541999999999998,83.91458845000001,33,WAS,2,0,United States,NBA 1946-1947 Players Information
Pop Goodwin,FC,1.8796,92.07925111,26,PRO,55,0,United States,NBA 1946-1947 Players Information
Leo Gottlieb,G,1.8034,77.1107029,26,NYK,54,0,United States,NBA 1946-1947 Players Information
Wyndol Gray,GF,1.8541999999999998,79.37866475,24,BOS,52,0,United States,NBA 1946-1947 Players Information
Woody Grimshaw,G,1.8541999999999998,83.91458845000001,27,PRO,21,0,United States,NBA 1946-1947 Players Information
Coulby Gunther,GF,1.9304,81.6466266,24,PIT,52,0,United States,NBA 1946-1947 Players Information
"Matt Guokas, Sr.",G,1.905,88.45051215000001,31,PHI,45,0,United States,NBA 1946-1947 Players Information
Chick Halbert,PF,2.0574,102.05828325,28,CHI,61,0,United States,NBA 1946-1947 Players Information
Cecil Hankins,G,1.8541999999999998,78.92507238,25,STB,55,0,United States,NBA 1946-1947 Players Information
Kleggie Hermsen,FC,2.0574,102.05828325,23,"CLR, TRH",31,0,United States,NBA 1946-1947 Players Information
Sonny Hertzberg,G,1.778,81.6466266,24,NYK,58,0,United States,NBA 1946-1947 Players Information
Art Hillhouse,C,2.0065999999999997,99.79032140000001,30,PHI,60,0,United States,NBA 1946-1947 Players Information
Mel Hirsch,PG,1.6764,74.84274105,25,BOS,13,0,United States,NBA 1946-1947 Players Information
Charlie Hoefer,G,1.7526,71.66759446,29,"BOS, TRH",58,0,United States,NBA 1946-1947 Players Information
Roy Hurley,G,1.8796,77.1107029,24,TRH,45,0,United States,NBA 1946-1947 Players Information
Fred Jacobs,GF,1.905,79.37866475,24,STB,17,0,United States,NBA 1946-1947 Players Information
John Janisch,G,1.905,90.718474,26,DTF,60,0,United States,NBA 1946-1947 Players Information
Tony Jaros,G,1.905,83.91458845000001,27,CHI,60,0,United States,NBA 1946-1947 Players Information
Harold Johnson,F,1.9811999999999999,108.8621688,27,DTF,22,0,United States,NBA 1946-1947 Players Information
Noble Jorgensen,FC,2.0574,103.41906036,21,PIT,23,0,United States,NBA 1946-1947 Players Information
Roger Jorgensen,F,1.9558,90.718474,26,PIT,15,0,United States,NBA 1946-1947 Players Information
Ralph Kaplowitz,G,1.8796,77.1107029,27,"NYK, PHI",57,0,United States,NBA 1946-1947 Players Information
Tony Kappen,G,1.778,79.37866475,27,"BOS, PIT",58,0,United States,NBA 1946-1947 Players Information
Ed Kasid,G,1.8034,77.1107029,23,TRH,6,0,United States,NBA 1946-1947 Players Information
Wilbert Kautz,GF,1.8288,81.6466266,31,CHI,48,0,United States,NBA 1946-1947 Players Information
Ken Keller,G,1.8541999999999998,81.6466266,25,"PRO, WAS",26,0,United States,NBA 1946-1947 Players Information
Jerry Kelly,G,1.8796,78.92507238,28,BOS,42,0,United States,NBA 1946-1947 Players Information
Tom King,G,1.8288,74.84274105,22,DTF,53,0,United States,NBA 1946-1947 Players Information
Lee Knorek,F,2.0065999999999997,97.97595192,25,NYK,22,0,United States,NBA 1946-1947 Players Information
Harold Kottman,C,2.032,99.79032140000001,24,BOS,50,0,United States,NBA 1946-1947 Players Information
Pete Lalich,F,1.8796,86.1825503,26,CLR,1,0,United States,NBA 1946-1947 Players Information
Hank Lefkowitz,G,1.8796,86.1825503,23,CLR,20,0,United States,NBA 1946-1947 Players Information
Grady Lewis,C,2.0065999999999997,97.52235955,29,DTF,60,0,United States,NBA 1946-1947 Players Information
Johnny Logan,G,1.8796,79.37866475,26,STB,61,0,United States,NBA 1946-1947 Players Information
Al Lujack,GF,1.905,99.79032140000001,26,WAS,5,0,United States,NBA 1946-1947 Players Information
John Mahnken,C,2.032,99.79032140000001,24,WAS,60,0,United States,NBA 1946-1947 Players Information
Frank Mangiapane,G,1.778,88.45051215000001,21,NYK,3,0,United States,NBA 1946-1947 Players Information
Press Maravich,G,1.8288,81.6466266,26,PIT,50,0,United States,NBA 1946-1947 Players Information
Dino Martin,G,1.7271999999999998,72.57477920000001,26,PRO,60,0,United States,NBA 1946-1947 Players Information
Don Martin,FC,2.0065999999999997,95.2543977,27,STB,52,0,United States,NBA 1946-1947 Players Information
Ariel Maughan,G,1.9304,85.27536556,23,DTF,58,0,United States,NBA 1946-1947 Players Information
Mike McCarron,G,1.8034,81.6466266,24,TRH,60,0,United States,NBA 1946-1947 Players Information
Howie McCarty,G,1.8796,86.1825503,-,DTF,16,0,United States,NBA 1946-1947 Players Information
Bones McKinney,FC,1.9811999999999999,83.91458845000001,28,WAS,58,0,United States,NBA 1946-1947 Players Information
George Mearns,G,1.905,79.37866475,24,PRO,57,0,United States,NBA 1946-1947 Players Information
Ed Melvin,G,1.7526,77.1107029,31,PIT,56,0,United States,NBA 1946-1947 Players Information
Stan Miasek,F,1.9558,95.2543977,22,DTF,60,0,United States,NBA 1946-1947 Players Information
Red Mihalik,G,1.8288,81.6466266,30,PIT,5,0,United States,NBA 1946-1947 Players Information
Nat Militzok,G,1.905,88.45051215000001,23,"NYK, TRH",56,0,United States,NBA 1946-1947 Players Information
Harry Miller,GF,1.9304,104.32624510000001,23,TRH,53,0,United States,NBA 1946-1947 Players Information
Walt Miller,GF,1.8796,86.1825503,31,PIT,9,0,United States,NBA 1946-1947 Players Information
John Mills,F,2.032,92.07925111,27,PIT,43,0,United States,NBA 1946-1947 Players Information
Leo Mogus,FC,1.9304,90.718474,25,"CLR, TRH",57,0,United States,NBA 1946-1947 Players Information
Elmore Morgenthaler,C,2.159,104.32624510000001,24,PRO,10,0,United States,NBA 1946-1947 Players Information
Bob Mullens,G,1.8541999999999998,79.37866475,24,"NYK, TRH",52,0,United States,NBA 1946-1947 Players Information
George Munroe,G,1.8034,77.1107029,25,STB,59,0,United States,NBA 1946-1947 Players Information
Dick Murphy,G,1.8541999999999998,79.37866475,25,"BOS, NYK",19,0,United States,NBA 1946-1947 Players Information
John Murphy,G,1.8796,79.37866475,22,"NYK, PHI",16,0,United States,NBA 1946-1947 Players Information
Angelo Musi,G,1.7526,65.77089365,28,PHI,60,0,United States,NBA 1946-1947 Players Information
Al Negratti,G,1.905,81.6466266,25,WAS,11,0,United States,NBA 1946-1947 Players Information
Johnny Norlander,GF,1.905,79.37866475,25,WAS,60,0,United States,NBA 1946-1947 Players Information
