Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Shareef Abdur-Rahim,F,2.0574,102.05828325,28,POR,54,8,United States,NBA 2004-2005 Players Information
Cory Alexander,G,1.8541999999999998,83.91458845000001,31,CHA,16,6,United States,NBA 2004-2005 Players Information
Malik Allen,F,2.0827999999999998,115.66605435000001,26,"CHA, MIA",36,4,United States,NBA 2004-2005 Players Information
Ray Allen,SG,1.9558,92.98643585,29,SEA,78,8,United States,NBA 2004-2005 Players Information
Tony Allen,SG,1.9304,96.61517481,23,BOS,77,0,United States,NBA 2004-2005 Players Information
Rafer Alston,G,1.8796,79.37866475,28,TOR,80,5,United States,NBA 2004-2005 Players Information
Chris Andersen,FC,2.0827999999999998,111.13013065000001,26,NOP,67,3,United States,NBA 2004-2005 Players Information
Derek Anderson,G,1.9558,87.99691978,30,POR,47,7,United States,NBA 2004-2005 Players Information
Kenny Anderson,PG,1.8288,76.20351816,34,"ATL, LAC",43,13,United States,NBA 2004-2005 Players Information
Shandon Anderson,GF,1.9811999999999999,94.34721296000001,31,"MIA, NYK",66,8,United States,NBA 2004-2005 Players Information
Carmelo Anthony,F,2.032,108.8621688,20,DEN,75,1,United States,NBA 2004-2005 Players Information
Babby Araujo,C,2.1082,127.00586360000001,24,TOR,59,0,Brazil,NBA 2004-2005 Players Information
Gilbert Arenas,G,1.905,86.63614267,23,WAS,80,3,United States,NBA 2004-2005 Players Information
Trevor Ariza,SF,2.032,97.52235955,19,NYK,80,0,United States,NBA 2004-2005 Players Information
Darrell Armstrong,PG,1.8288,77.1107029,36,"DAL, NOP",66,10,United States,NBA 2004-2005 Players Information
Carlos Arroyo,PG,1.8796,91.62565874,25,"DET, UTH",70,3,Puerto RicoUnited States,NBA 2004-2005 Players Information
Chucky Atkins,G,1.8034,83.91458845000001,30,LAL,82,6,United States,NBA 2004-2005 Players Information
Stacey Augmon,SF,1.9811999999999999,92.98643585,36,ORL,55,13,United States,NBA 2004-2005 Players Information
Maurice Baker,G,1.8541999999999998,88.45051215000001,24,"LAC, POR",5,1,United States,NBA 2004-2005 Players Information
Vin Baker,PF,2.1082,108.8621688,33,"HOU, NYK",27,11,United States,NBA 2004-2005 Players Information
Marcus Banks,G,1.8796,90.718474,23,BOS,81,1,United States,NBA 2004-2005 Players Information
Leandro Barbosa,G,1.905,87.99691978,22,PHX,63,1,Brazil,NBA 2004-2005 Players Information
Matt Barnes,GF,2.0065999999999997,102.51187562000001,24,SAC,43,2,United States,NBA 2004-2005 Players Information
Andre Barrett,PG,1.778,78.47148001000001,23,"HOU, ORL",38,0,United States,NBA 2004-2005 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,33,SAS,81,9,United States,NBA 2004-2005 Players Information
Jon Barry,SG,1.9304,88.45051215000001,35,"ATL, HOU",69,12,United States,NBA 2004-2005 Players Information
Tony Battie,PF,2.1082,104.32624510000001,29,ORL,81,7,United States,NBA 2004-2005 Players Information
Shane Battier,F,2.032,99.79032140000001,26,MEM,80,3,United States,NBA 2004-2005 Players Information
Lonny Baxter,PF,2.032,117.9340162,26,NOP,4,2,United States,NBA 2004-2005 Players Information
Raja Bell,SG,1.9558,92.53284348000001,28,UTA,63,5,United States,NBA 2004-2005 Players Information
Jonathan Bender,F,2.1082,91.62565874,24,IND,7,5,United States,NBA 2004-2005 Players Information
Travis Best,PG,1.8034,82.55381134000001,32,NJN,76,9,United States,NBA 2004-2005 Players Information
Mike Bibby,G,1.8796,88.45051215000001,26,SAC,80,6,United States,NBA 2004-2005 Players Information
Andris Biedrins,C,2.1336,113.3980925,18,GSW,30,0,Latvia,NBA 2004-2005 Players Information
Chauncey Billups,G,1.905,95.2543977,28,DET,80,7,United States,NBA 2004-2005 Players Information
Steve Blake,G,1.905,78.01788764,25,WAS,44,1,United States,NBA 2004-2005 Players Information
Mark Blount,C-F,2.1336,113.3980925,29,BOS,82,5,United States,NBA 2004-2005 Players Information
Tony Bobbitt,G,1.9304,92.98643585,25,LAL,2,0,United States,NBA 2004-2005 Players Information
Keith Bogans,GF,1.9558,97.52235955,24,CHA,74,1,United States,NBA 2004-2005 Players Information
Matt Bonner,FC,2.0827999999999998,106.59420695,24,TOR,82,0,United States,NBA 2004-2005 Players Information
Calvin Booth,C,2.1082,104.32624510000001,28,"DAL, MIL",51,5,United States,NBA 2004-2005 Players Information
Carlos Boozer,PF,2.0574,120.65557042,23,UTA,51,2,GermanyUnited States,NBA 2004-2005 Players Information
Curtis Borchardt,C,2.1336,108.8621688,24,UTA,67,2,United States,NBA 2004-2005 Players Information
Chris Bosh,PF,2.1082,106.59420695,20,TOR,81,1,United States,NBA 2004-2005 Players Information
Bruce Bowen,F,2.0065999999999997,90.718474,33,SAS,82,9,United States,NBA 2004-2005 Players Information
Ryan Bowen,F,2.0574,98.88313666,29,HOU,66,5,United States,NBA 2004-2005 Players Information
Earl Boykins,G,1.651,61.23496995,28,DEN,82,6,United States,NBA 2004-2005 Players Information
Michael Bradley,F,2.0827999999999998,111.13013065000001,25,"ORL, PHL, SAC",18,3,United States,NBA 2004-2005 Players Information
Shawn Bradley,C,2.286,106.59420695,32,DAL,77,11,United StatesGermany,NBA 2004-2005 Players Information
Torraye Braggs,F,2.032,111.13013065000001,28,HOU,7,4,United States,NBA 2004-2005 Players Information
Elton Brand,PF,2.0574,115.21246198,25,LAC,81,5,United States,NBA 2004-2005 Players Information
Jamison Brewer,PG,1.9304,81.6466266,24,NYK,18,3,United States,NBA 2004-2005 Players Information
Primoz Brezec,C,2.1844,114.30527724000001,25,CHA,72,3,Slovenia,NBA 2004-2005 Players Information
Damone Brown,F,2.0574,90.718474,25,WAS,14,3,United States,NBA 2004-2005 Players Information
Devin Brown,SF,1.9558,99.79032140000001,26,SAS,67,2,United States,NBA 2004-2005 Players Information
Kedrick Brown,GF,2.0065999999999997,100.69750614,23,PHI,8,3,United States,NBA 2004-2005 Players Information
Kwame Brown,C,2.1082,131.5417873,22,WAS,42,3,United States,NBA 2004-2005 Players Information
P.J. Brown,C,2.1082,102.05828325,35,NOP,82,11,United States,NBA 2004-2005 Players Information
Tierre Brown,G,1.8796,85.72895793,25,LAL,76,3,United States,NBA 2004-2005 Players Information
Rick Brunson,SG,1.9304,86.1825503,32,LAC,80,8,United States,NBA 2004-2005 Players Information
Kobe Bryant,SG,1.9811999999999999,96.16158244,26,LAL,66,8,United States,NBA 2004-2005 Players Information
Greg Buckner,G-F,1.9304,95.2543977,28,DEN,70,6,United States,NBA 2004-2005 Players Information
Rodney Buford,SF,1.9558,85.72895793,27,NJN,64,4,United States,NBA 2004-2005 Players Information
Antonio Burks,G,1.8541999999999998,90.718474,25,MEM,24,0,United States,NBA 2004-2005 Players Information
Caron Butler,SF,2.0065999999999997,103.41906036,24,LAL,77,2,United States,NBA 2004-2005 Players Information
Jackie Butler,C,2.0827999999999998,113.3980925,19,NYK,3,0,United States,NBA 2004-2005 Players Information
Rasual Butler,GF,2.0065999999999997,97.52235955,25,MIA,65,2,United States,NBA 2004-2005 Players Information
Zarko Cabarkapa,F-C,2.1082,106.59420695,23,"GOS, PHX",40,1,Serbia,NBA 2004-2005 Players Information
Marcus Camby,C,2.1082,108.8621688,30,DEN,66,8,United States,NBA 2004-2005 Players Information
Elden Campbell,FC,2.1082,97.52235955,36,"DET, NJN",40,14,United States,NBA 2004-2005 Players Information
Brian Cardinal,PF,2.032,111.13013065000001,27,MEM,58,4,United States,NBA 2004-2005 Players Information
Geno Carlisle,SG,1.905,81.6466266,28,POR,6,1,United States,NBA 2004-2005 Players Information
Matt Carroll,GF,1.9811999999999999,96.16158244,24,CHA,25,1,United States,NBA 2004-2005 Players Information
Anthony Carter,PG,1.8541999999999998,86.1825503,29,MIN,66,6,United States,NBA 2004-2005 Players Information
Vince Carter,SF,1.9811999999999999,99.79032140000001,28,"NJN, TOR",77,6,United States,NBA 2004-2005 Players Information
Sam Cassell,G,1.905,83.91458845000001,35,MIN,59,11,United States,NBA 2004-2005 Players Information
Kelvin Cato,C,2.1082,115.66605435000001,30,ORL,62,7,United States,NBA 2004-2005 Players Information
Lionel Chalmers,G,1.8288,81.6466266,24,LAC,36,0,United States,NBA 2004-2005 Players Information
Tyson Chandler,C,2.159,108.8621688,22,CHI,80,3,United States,NBA 2004-2005 Players Information
Calbert Cheaney,GF,2.0065999999999997,94.80080533,33,GSW,55,11,United States,NBA 2004-2005 Players Information
Josh Childress,SF,2.032,95.2543977,21,ATL,80,0,United States,NBA 2004-2005 Players Information
Doug Christie,SG,1.9811999999999999,90.718474,34,"ORL, SAC",52,12,United States,NBA 2004-2005 Players Information
