Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Kareem Abdul-Jabbar,C,2.1844,102.05828325,38,LAL,79,16,United States,NBA 1985-1986 Players Information
Alvan Adams,FC,2.0574,95.2543977,31,PHX,78,10,United States,NBA 1985-1986 Players Information
Michael Adams,PG,1.778,73.93555631000001,23,SAC,18,0,United States,NBA 1985-1986 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,26,DAL,74,4,United States,NBA 1985-1986 Players Information
Danny Ainge,G,1.9304,79.37866475,26,BOS,80,4,United States,NBA 1985-1986 Players Information
Ron Anderson,GF,2.0065999999999997,97.52235955,27,"CLE, IND",77,1,United States,NBA 1985-1986 Players Information
John Bagley,G,1.8288,83.91458845000001,25,CLE,78,3,United States,NBA 1985-1986 Players Information
James Bailey,FC,2.0574,99.79032140000001,28,NYK,48,6,United States,NBA 1985-1986 Players Information
Thurl Bailey,PF,2.1082,97.52235955,24,UTA,82,2,United States,NBA 1985-1986 Players Information
Greg Ballard,F,2.0065999999999997,97.52235955,31,GSW,75,8,United States,NBA 1985-1986 Players Information
Gene Banks,GF,2.0065999999999997,97.52235955,26,CHI,82,4,United States,NBA 1985-1986 Players Information
Ken Bannister,FC,2.0574,106.59420695,25,NYK,70,1,United States,NBA 1985-1986 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,23,PHI,80,1,United States,NBA 1985-1986 Players Information
John Battle,G,1.8796,79.37866475,23,ATL,64,0,United States,NBA 1985-1986 Players Information
Benoit Benjamin,C,2.1336,113.3980925,21,LAC,79,0,United States,NBA 1985-1986 Players Information
Kent Benson,C,2.0827999999999998,106.59420695,31,DET,72,8,United States,NBA 1985-1986 Players Information
Larry Bird,SF,2.0574,99.79032140000001,29,BOS,82,6,United States,NBA 1985-1986 Players Information
Otis Birdsong,GF,1.905,86.1825503,30,NJN,77,8,United States,NBA 1985-1986 Players Information
Uwe Blab,C,2.1844,110.22294591,23,DAL,48,0,Germany,NBA 1985-1986 Players Information
Rolando Blackman,G,1.9811999999999999,86.1825503,27,DAL,82,4,PanamaUnited States,NBA 1985-1986 Players Information
Manute Bol,C,2.3114,90.718474,23,WAS,80,0,South Sudan,NBA 1985-1986 Players Information
Sam Bowie,C,2.159,106.59420695,24,POR,38,1,United States,NBA 1985-1986 Players Information
Dudley Bradley,GF,1.9811999999999999,88.45051215000001,28,WAS,70,6,United States,NBA 1985-1986 Players Information
Mike Bratz,G,1.8796,83.91458845000001,30,SAC,33,8,United States,NBA 1985-1986 Players Information
Randy Breuer,C,2.2098,104.32624510000001,25,MIL,82,2,United States,NBA 1985-1986 Players Information
Ron Brewer,G,1.9304,81.6466266,30,"CHI, CLE",44,7,United States,NBA 1985-1986 Players Information
Frank Brickowski,PF,2.0574,108.8621688,26,SEA,40,1,United States,NBA 1985-1986 Players Information
Junior Bridgeman,GF,1.9558,95.2543977,32,LAC,58,10,United States,NBA 1985-1986 Players Information
Mike Brittain,C,2.1336,106.59420695,22,SAS,32,0,United States,NBA 1985-1986 Players Information
Tony Brown,GF,1.9811999999999999,83.91458845000001,25,CHI,10,3,United States,NBA 1985-1986 Players Information
Wallace Bryant,C,2.1336,111.13013065000001,26,"DAL, LAC",17,2,United States,NBA 1985-1986 Players Information
Quinn Buckner,G,1.905,86.1825503,31,IND,32,9,United States,NBA 1985-1986 Players Information
Michael Cage,PF,2.0574,101.60469088,24,LAC,78,1,United States,NBA 1985-1986 Players Information
Tony Campbell,GF,2.0065999999999997,97.52235955,23,DET,82,1,United States,NBA 1985-1986 Players Information
Rick Carlisle,G,1.9558,95.2543977,26,BOS,77,1,United States,NBA 1985-1986 Players Information
Antoine Carr,PF,2.0574,102.05828325,24,ATL,17,1,United States,NBA 1985-1986 Players Information
Kenny Carr,GF,2.0065999999999997,99.79032140000001,30,POR,55,8,United States,NBA 1985-1986 Players Information
Joe Barry Carroll,FC,2.1336,102.05828325,27,GSW,79,4,United States,NBA 1985-1986 Players Information
Butch Carter,G,1.9558,81.6466266,27,"NYK, PHL",9,5,United States,NBA 1985-1986 Players Information
Bill Cartwright,C,2.159,111.13013065000001,28,NYK,2,6,United States,NBA 1985-1986 Players Information
Terry Catledge,F,2.032,99.79032140000001,22,PHI,64,0,United States,NBA 1985-1986 Players Information
Bobby Cattage,PF,2.0574,113.3980925,27,NJN,29,2,United States,NBA 1985-1986 Players Information
Tom Chambers,PF,2.0827999999999998,99.79032140000001,26,SEA,66,4,United States,NBA 1985-1986 Players Information
Lorenzo Charles,F,2.0065999999999997,102.05828325,22,ATL,36,0,United States,NBA 1985-1986 Players Information
Mo Cheeks,PG,1.8541999999999998,81.6466266,29,PHI,82,7,United States,NBA 1985-1986 Players Information
Fred Cofield,G,1.905,86.1825503,24,NYK,45,0,United States,NBA 1985-1986 Players Information
Steve Colter,G,1.905,74.84274105,23,POR,81,1,United States,NBA 1985-1986 Players Information
Lester Conner,G,1.9304,81.6466266,26,GSW,36,3,United States,NBA 1985-1986 Players Information
Darwin Cook,G,1.905,83.46099608,27,NJN,79,0,United States,NBA 1985-1986 Players Information
Jeff Cook,FC,2.0827999999999998,97.52235955,29,"SAN, UTH",36,7,United States,NBA 1985-1986 Players Information
David Cooke,F,2.032,104.32624510000001,22,SAC,6,0,United States,NBA 1985-1986 Players Information
Michael Cooper,SG,1.9558,77.1107029,29,LAL,82,7,United States,NBA 1985-1986 Players Information
Wayne Cooper,FC,2.0827999999999998,99.79032140000001,29,DEN,78,7,United States,NBA 1985-1986 Players Information
Tyrone Corbin,F,1.9811999999999999,95.2543977,23,SAS,16,0,United States,NBA 1985-1986 Players Information
Dave Corzine,C,2.1082,113.3980925,29,CHI,67,7,United States,NBA 1985-1986 Players Information
Ron Crevier,C,2.1336,106.59420695,27,"DET, GOS",3,1,Canada,NBA 1985-1986 Players Information
Jeff Cross,PF,2.0827999999999998,108.8621688,24,LAC,21,0,United States,NBA 1985-1986 Players Information
Pat Cummings,FC,2.0574,104.32624510000001,29,NYK,31,7,United States,NBA 1985-1986 Players Information
Terry Cummings,PF,2.0574,99.79032140000001,24,MIL,82,3,United States,NBA 1985-1986 Players Information
Earl Cureton,PF,2.0574,95.2543977,28,DET,80,5,United States,NBA 1985-1986 Players Information
Quintin Dailey,G,1.905,81.6466266,25,CHI,35,3,United States,NBA 1985-1986 Players Information
Adrian Dantley,SF,1.9558,94.34721296000001,30,UTA,76,9,United States,NBA 1985-1986 Players Information
Brad Davis,G,1.905,81.6466266,30,DAL,82,8,United States,NBA 1985-1986 Players Information
Charles Davis,F,2.0065999999999997,97.52235955,27,MIL,57,4,United States,NBA 1985-1986 Players Information
Johnny Davis,G,1.8796,77.1107029,30,"ATL, CLE",66,9,United States,NBA 1985-1986 Players Information
Walter Davis,GF,1.9811999999999999,87.54332741,31,PHX,70,8,United States,NBA 1985-1986 Players Information
Darryl Dawkins,C,2.1082,113.85168487,29,NJN,51,10,United States,NBA 1985-1986 Players Information
Darren Daye,FC,2.032,99.79032140000001,25,WAS,64,2,United States,NBA 1985-1986 Players Information
James Donaldson,C,2.1844,124.73790175,28,"DAL, LAC",83,5,England,NBA 1985-1986 Players Information
Larry Drew,G,1.8541999999999998,77.1107029,27,SAC,75,5,United States,NBA 1985-1986 Players Information
Clyde Drexler,SG,2.0065999999999997,95.2543977,23,POR,75,2,United States,NBA 1985-1986 Players Information
Joe Dumars,SG,1.905,86.1825503,22,DET,82,0,United States,NBA 1985-1986 Players Information
T.R. Dunn,G,1.9304,87.08973504000001,31,DEN,82,8,United States,NBA 1985-1986 Players Information
Devin Durrant,F,2.0065999999999997,90.718474,25,PHX,4,1,United States,NBA 1985-1986 Players Information
Mark Eaton,C,2.2352,124.73790175,29,UTA,80,3,United States,NBA 1985-1986 Players Information
Franklin Edwards,G,1.8541999999999998,77.1107029,27,LAC,73,4,United States,NBA 1985-1986 Players Information
James Edwards,C,2.1336,102.05828325,30,PHX,52,8,United States,NBA 1985-1986 Players Information
Craig Ehlo,SG,1.9811999999999999,81.6466266,24,HOU,36,2,United States,NBA 1985-1986 Players Information
Dale Ellis,GF,2.0065999999999997,92.98643585,25,DAL,72,2,United States,NBA 1985-1986 Players Information
Alex English,SF,2.0065999999999997,86.1825503,32,DEN,81,9,United States,NBA 1985-1986 Players Information
Julius Erving,SF,1.9811999999999999,90.718474,36,PHI,74,13,United States,NBA 1985-1986 Players Information
Mike Evans,G,1.8541999999999998,77.1107029,30,DEN,81,7,United States,NBA 1985-1986 Players Information
Patrick Ewing,C,2.1336,108.8621688,23,NYK,50,0,United StatesJamaica,NBA 1985-1986 Players Information
Kenny Fields,GF,1.9558,99.79032140000001,24,MIL,78,1,United States,NBA 1985-1986 Players Information
Vern Fleming,G,1.9558,83.91458845000001,24,IND,80,1,United States,NBA 1985-1986 Players Information
Sleepy Floyd,PG,1.905,77.1107029,25,GSW,82,3,United States,NBA 1985-1986 Players Information
Rod Foster,G,1.8541999999999998,72.57477920000001,25,PHX,48,2,United States,NBA 1985-1986 Players Information
World B. Free,G,1.8796,83.91458845000001,32,CLE,75,10,United States,NBA 1985-1986 Players Information
Bill Garnett,F,2.0574,102.05828325,25,IND,80,3,United States,NBA 1985-1986 Players Information
George Gervin,GF,2.0065999999999997,81.6466266,33,CHI,82,9,United States,NBA 1985-1986 Players Information
Mike Gibson,PF,2.0827999999999998,92.98643585,25,DET,32,1,United States,NBA 1985-1986 Players Information
Artis Gilmore,C,2.1844,108.8621688,36,SAS,71,9,United States,NBA 1985-1986 Players Information
Mike Glenn,G,1.8796,79.37866475,30,MIL,38,8,United States,NBA 1985-1986 Players Information
Georgi Glouchkov,PF,2.032,106.59420695,26,PHX,49,0,Bulgaria,NBA 1985-1986 Players Information
Mike Gminski,C,2.1082,113.3980925,26,NJN,81,5,United States,NBA 1985-1986 Players Information
Lancaster Gordon,G,1.905,83.91458845000001,23,LAC,60,1,United States,NBA 1985-1986 Players Information
Stuart Gray,C,2.1336,106.59420695,22,IND,67,1,Panama,NBA 1985-1986 Players Information
A.C. Green,PF,2.0574,99.79032140000001,22,LAL,82,0,United States,NBA 1985-1986 Players Information
Ken Green,PF,2.032,97.52235955,26,NYK,7,1,United States,NBA 1985-1986 Players Information
Kenny Green,F,1.9811999999999999,95.2543977,21,"PHL, WAS",41,0,United States,NBA 1985-1986 Players Information
Rickey Green,PG,1.8288,77.1107029,31,UTA,80,7,United States,NBA 1985-1986 Players Information
Sidney Green,FC,2.0574,99.79032140000001,25,CHI,80,2,United States,NBA 1985-1986 Players Information
David Greenwood,F,2.0574,100.69750614,28,SAS,68,6,United States,NBA 1985-1986 Players Information
Claude Gregory,F,2.032,92.98643585,27,WAS,2,1,United States,NBA 1985-1986 Players Information
Ernie Grunfeld,GF,1.9811999999999999,95.2543977,30,NYK,76,8,RomaniaUnited States,NBA 1985-1986 Players Information
Petur Gudmundsson,C,2.1844,117.9340162,27,LAL,8,2,Iceland,NBA 1985-1986 Players Information
Bobby Hansen,SG,1.9811999999999999,86.1825503,25,UTA,82,2,United States,NBA 1985-1986 Players Information
Bill Hanzlik,SF,2.0065999999999997,83.91458845000001,28,DEN,79,5,United States,NBA 1985-1986 Players Information
Derek Harper,PG,1.9304,83.91458845000001,24,DAL,79,2,United States,NBA 1985-1986 Players Information
Steve Harris,G,1.9558,83.91458845000001,22,HOU,57,0,United States,NBA 1985-1986 Players Information
Scott Hastings,FC,2.0827999999999998,106.59420695,25,ATL,62,3,United States,NBA 1985-1986 Players Information
Steve Hayes,C,2.1336,92.98643585,30,UTA,58,6,United States,NBA 1985-1986 Players Information
Gerald Henderson,G,1.8796,79.37866475,30,SEA,82,7,United States,NBA 1985-1986 Players Information
Jerome Henderson,FC,2.1082,104.32624510000001,26,LAL,1,1,United States,NBA 1985-1986 Players Information
Carl Henry,G,1.9811999999999999,92.98643585,25,SAC,28,1,United States,NBA 1985-1986 Players Information
Rod Higgins,FC,2.0065999999999997,90.718474,26,"CHI, NJN, SAN, SEA",30,3,United States,NBA 1985-1986 Players Information
Roy Hinson,FC,2.0574,95.2543977,24,CLE,82,2,United States,NBA 1985-1986 Players Information
Craig Hodges,G,1.8796,86.1825503,25,MIL,66,3,United States,NBA 1985-1986 Players Information
Mike Holton,G,1.9304,83.91458845000001,24,"CHI, PHX",28,2,United StatesIsrael,NBA 1985-1986 Players Information
Phil Hubbard,FC,2.032,97.52235955,29,CLE,23,6,United States,NBA 1985-1986 Players Information
Alfredrick Hughes,GF,1.9558,97.52235955,23,SAS,68,0,United States,NBA 1985-1986 Players Information
Jay Humphries,G,1.905,83.91458845000001,23,PHX,82,1,United States,NBA 1985-1986 Players Information
Geoff Huston,G,1.8796,79.37866475,28,GSW,82,6,United States,NBA 1985-1986 Players Information
Marc Iavaroni,F,2.032,95.2543977,29,"SAN, UTH",68,4,United States,NBA 1985-1986 Players Information
Clemon Johnson,FC,2.0827999999999998,108.8621688,29,PHI,75,7,United States,NBA 1985-1986 Players Information
Dennis Johnson,PG,1.9304,83.91458845000001,31,BOS,78,9,United States,NBA 1985-1986 Players Information
Eddie Johnson,SF,2.0065999999999997,97.52235955,26,SAC,82,4,United States,NBA 1985-1986 Players Information
Frank Johnson,G,1.8541999999999998,83.91458845000001,27,WAS,14,4,United States,NBA 1985-1986 Players Information
George Johnson,FC,2.1082,92.98643585,37,SEA,41,14,United States,NBA 1985-1986 Players Information
George Johnson,FC,2.0065999999999997,95.2543977,29,WAS,2,7,United States,NBA 1985-1986 Players Information
"Eddie Johnson, Jr.",G,1.8796,81.6466266,31,"ATL, CLE",71,8,United States,NBA 1985-1986 Players Information
Ken Johnson,F,2.032,108.8621688,23,POR,64,0,United States,NBA 1985-1986 Players Information
Magic Johnson,PG,2.0574,115.66605435000001,26,LAL,72,6,United States,NBA 1985-1986 Players Information
Marques Johnson,GF,2.0065999999999997,98.88313666,30,LAC,75,8,United States,NBA 1985-1986 Players Information
Mickey Johnson,PF,2.0827999999999998,86.1825503,33,NJN,79,11,United States,NBA 1985-1986 Players Information
Steve Johnson,FC,2.0827999999999998,106.59420695,28,SAS,71,4,United States,NBA 1985-1986 Players Information
Vinnie Johnson,G,1.8796,90.718474,29,DET,79,6,United States,NBA 1985-1986 Players Information
Bobby Jones,SF,2.0574,95.2543977,34,PHI,70,9,United States,NBA 1985-1986 Players Information
Caldwell Jones,FC,2.1082,97.97595192,35,POR,80,11,United States,NBA 1985-1986 Players Information
Charles A. Jones,FC,2.0574,97.52235955,28,WAS,81,4,United States,NBA 1985-1986 Players Information
Charles Alexander Jones,F,2.032,97.52235955,24,PHX,43,1,United States,NBA 1985-1986 Players Information
Earl Jones,C,2.1336,95.2543977,25,MIL,12,1,United States,NBA 1985-1986 Players Information
Edgar Jones,FC,2.0827999999999998,102.05828325,29,CLE,53,0,United States,NBA 1985-1986 Players Information
Ozell Jones,FC,2.1082,106.59420695,25,LAC,3,1,United States,NBA 1985-1986 Players Information
Michael Jordan,SG,1.9811999999999999,97.52235955,23,CHI,18,1,United States,NBA 1985-1986 Players Information
Yvon Joseph,C,2.1082,111.13013065000001,28,NJN,1,0,Haiti,NBA 1985-1986 Players Information
Harold Keeling,G,1.9304,83.91458845000001,22,DAL,20,0,United States,NBA 1985-1986 Players Information
Rich Kelley,C,2.1336,106.59420695,32,SAC,37,10,United States,NBA 1985-1986 Players Information
Clark Kellogg,F,2.0065999999999997,102.05828325,24,IND,19,3,United States,NBA 1985-1986 Players Information
Jerome Kersey,PF,2.0065999999999997,97.52235955,23,POR,79,1,United States,NBA 1985-1986 Players Information
Albert King,GF,1.9811999999999999,86.1825503,26,NJN,73,4,United States,NBA 1985-1986 Players Information
Greg Kite,C,2.1082,113.3980925,24,BOS,64,2,United States,NBA 1985-1986 Players Information
Joe Kleine,C,2.1082,115.66605435000001,24,SAC,80,0,United States,NBA 1985-1986 Players Information
Jon Koncak,C,2.1336,113.3980925,22,ATL,82,0,United States,NBA 1985-1986 Players Information
Mitch Kupchak,FC,2.0574,104.32624510000001,31,LAL,55,9,United States,NBA 1985-1986 Players Information
Bill Laimbeer,C,2.1082,111.13013065000001,28,DET,82,5,United States,NBA 1985-1986 Players Information
Jeff Lamp,GF,1.9811999999999999,88.45051215000001,26,"MIL, SAN",74,3,United States,NBA 1985-1986 Players Information
Allen Leavell,G,1.8541999999999998,77.1107029,28,HOU,74,6,United States,NBA 1985-1986 Players Information
Keith Lee,FC,2.0827999999999998,97.52235955,23,CLE,58,0,United States,NBA 1985-1986 Players Information
Ronnie Lester,G,1.8796,79.37866475,27,LAL,27,5,United States,NBA 1985-1986 Players Information
