Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Curly Armstrong,G,5-11,170,30,FWP,51,0,Indiana,"1947 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Johnny Bach,G,6-2,180,24,BOS,34,0,Fordham,1948 Rnd 2 Pick 3,United States,NBA 1948-1949 Players Information
Hank Beenders,GF,6-6,185,32,BOS,9,2,," NBA Draft, Undrafted",Netherlands,NBA 1948-1949 Players Information
Robert Bishop,G,6-3,195,26,PHI,56,0,Washington State,1948 Rnd 1 Pick 7,United States,NBA 1948-1949 Players Information
Charlie Black,FC,6-5,200,27,"FWP, INJ",58,0,Kansas,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Mike Bloom,F,6-6,190,34,"CHI, MIN",43,1,Temple,"1947 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Jake Bornheimer,F,6-5,200,21,PHI,15,0,Muhlenberg College,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Carl Braun,SG,6-5,180,21,NYK,57,1,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Price Brookfield,GF,6-4,185,28,INJ,54,0,Iowa State,"1947 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Bob Brown,GF,6-4,205,25,PRO,20,0,Miami (OH),"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Darrell Brown,G,6-2,175,25,BAL,3,0,Humboldt State,1948 Rnd 3 Pick 6,United States,NBA 1948-1949 Players Information
Jim Browne,C,6-10,235,19,CHI,4,0, ,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Walt Budko,GF,6-5,220,23,BAL,59,0,Columbia,1948 Rnd 1 Pick 6,United States,NBA 1948-1949 Players Information
Tommy Byrnes,GF,6-3,175,26,"INJ, NYK",57,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Bill Calhoun,GF,6-3,180,21,ROR,56,0,City College of San Francisco,"1947 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Ernie Calverley,PG,5-10,145,25,PRO,59,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Don Carlson,G,6-0,170,29,MIN,54,1,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Joe Colone,GF,6-5,210,25,NYK,15,0,Bloomsburg,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Dillard Crocker,GF,6-4,205,24,FWP,2,0,Western Michigan,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Chink Crossin,G,6-1,165,24,PHI,43,1,Pennsylvania,1947 Rnd 1 Pick 6,United States,NBA 1948-1949 Players Information
Fran Curran,G,6-0,175,23,ROR,57,0,Notre Dame,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Howie Dallmar,SG,6-4,200,26,PHI,38,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Bob Davies,G,6-1,175,29,ROR,60,0,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Bob Doll,F,6-5,195,29,BOS,47,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Andy Duncan,GF,6-6,195,26,ROR,55,1,William & Mary,1947 Rnd 6 Pick 4,United States,NBA 1948-1949 Players Information
Jack Dwan,GF,6-4,200,27,MIN,58,0,Loyola (IL),"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Lonnie Eggleston,G,6-0,170,30,STB,2,0,Oklahoma State,"1947 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Bulbs Ehlers,G,6-3,198,25,BOS,59,1,Purdue,1947 Rnd 1 Pick 3,United States,NBA 1948-1949 Players Information
Ray Ellefson,FC,6-8,230,21,MIN,3,0, ,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Jack Eskridge,FC,6-5,200,25,"CHI, INJ",22,0,Kansas,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Johnny Ezersky,GF,6-3,185,-,"BAL, BOS, PRO",55,1,Rhode Island,1947 Rnd 4 Pick 3,United States,NBA 1948-1949 Players Information
Phil Farbman,G,6-1,185,24,"BOS, PHI",47,0,City College of New York,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Bob Feerick,GF,6-3,190,29,WAS,57,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Arnie Ferrin,G,6-2,180,23,MIN,46,0,Utah,1948 Rnd 3 Pick 9,United States,NBA 1948-1949 Players Information
Bob Fitzgerald,GF,6-5,190,25,ROR,20,1,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Jerry Fleishman,G,6-2,190,27,PHI,59,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Donnie Forman,G,5-10,175,23,MIN,43,0,NYU,"1948 NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Joe Fulks,SF,6-5,190,27,PHI,60,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Harry Gallatin,FC,6-6,210,21,NYK,52,0,Truman State,1947 Rnd 4 Pick 10,United States,NBA 1948-1949 Players Information
Earl Gardner,G,6-3,195,25,MIN,50,0,DePauw,1948 Rnd 4 Pick 9,United States,NBA 1948-1949 Players Information
Jack Garfinkel,G,6-0,190,30,BOS,9,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
Chuck Gilmur,FC,6-4,225,26,CHI,56,2,," NBA Draft, Undrafted",United States,NBA 1948-1949 Players Information
