Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Jay Arnette,G,6-2,175,25,CIN,48,0,Texas,1960 Rnd 2 Pick 1,United States,NBA 1963-1964 Players Information
Al Attles,PG,6-0,175,27,GSW,70,3,North Carolina A&T,1960 Rnd 5 Pick 7,United States,NBA 1963-1964 Players Information
Dick Barnett,SG,6-4,190,27,LAL,78,3,Tennessee State,1959 Rnd 1 Pick 4,United States,NBA 1963-1964 Players Information
John Barnhill,G,6-1,180,25,STH,73,1,Tennessee State,1959 Rnd 11 Pick 6,United States,NBA 1963-1964 Players Information
Elgin Baylor,F,6-5,225,29,LAL,78,5,Seattle,1956 Rnd 14 Pick 2,United States,NBA 1963-1964 Players Information
Zelmo Beaty,FC,6-9,225,24,STH,59,1,Prairie View A&M,1962 Rnd 1 Pick 3,United States,NBA 1963-1964 Players Information
Walt Bellamy,C,6-11,225,24,WAS,80,2,Indiana,1961 Rnd 1 Pick 1,United States,NBA 1963-1964 Players Information
Al Bianchi,G,6-3,185,31,PHI,78,7,Bowling Green,1954 Rnd 2 Pick 9,United States,NBA 1963-1964 Players Information
Bucky Bockhorn,G,6-4,195,30,CIN,70,5,Dayton,1958 Rnd 3 Pick 2,United States,NBA 1963-1964 Players Information
Bob Boozer,PF,6-8,215,26,"CIN, NYK",81,3,Kansas State,1959 Rnd 1 Pick 1,United States,NBA 1963-1964 Players Information
Bill Bridges,FC,6-6,228,24,STH,80,1,Kansas,1961 Rnd 3 Pick 9,United States,NBA 1963-1964 Players Information
Dave Budd,SF,6-6,205,25,NYK,73,3,Wake Forest,1960 Rnd 2 Pick 2,United States,NBA 1963-1964 Players Information
Donnie Butcher,G,6-2,200,28,"DET, NYK",78,2,Pikeville,1961 Rnd 7 Pick 1,United States,NBA 1963-1964 Players Information
Al Butler,G,6-2,175,25,NYK,76,2,Niagara,1961 Rnd 2 Pick 8,United States,NBA 1963-1964 Players Information
Barney Cable,F,6-7,175,28,WAS,70,5,Bradley,1958 Rnd 2 Pick 3,United States,NBA 1963-1964 Players Information
