Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Harry Zeller,PIT,48,0.0,362,120,382,0.314,-,-,-,122,177,0.689,-,-,0,31,-,-,-,177,NBA 1946-1947 Regular_Season Players Statistic
Max Zaslofsky,CHI,61,0.0,877,336,"1,020",0.329,-,-,-,205,278,0.737,-,-,0,40,-,-,-,121,NBA 1946-1947 Regular_Season Players Statistic
Ray Wertis,CLR,61,0.0,214,79,366,0.216,-,-,-,56,91,0.615,-,-,0,39,-,-,-,82,NBA 1946-1947 Regular_Season Players Statistic
Jake Weber,PRO,50,0.0,173,59,202,0.292,-,-,-,55,79,0.696,-,-,0,4,-,-,-,111,NBA 1946-1947 Regular_Season Players Statistic
Red Wallace,TRH,61,0.0,556,225,809,0.278,-,-,-,106,196,0.541,-,-,0,58,-,-,-,167,NBA 1946-1947 Regular_Season Players Statistic
Virgil Vaughn,BOS,17,0.0,45,15,78,0.192,-,-,-,15,28,0.536,-,-,0,10,-,-,-,18,NBA 1946-1947 Regular_Season Players Statistic
Butch Van Breda Kolff,NYK,16,0.0,25,7,34,0.206,-,-,-,11,17,0.647,-,-,0,6,-,-,-,10,NBA 1946-1947 Regular_Season Players Statistic
Irv Torgoff,WAS,58,0.0,490,187,684,0.273,-,-,-,116,159,0.73,-,-,0,30,-,-,-,173,NBA 1946-1947 Regular_Season Players Statistic
Buck Sydnor,CHI,15,0.0,15,5,26,0.192,-,-,-,5,10,0.5,-,-,0,0,-,-,-,6,NBA 1946-1947 Regular_Season Players Statistic
Stan Stutz,NYK,60,0.0,477,172,641,0.268,-,-,-,133,170,0.782,-,-,0,49,-,-,-,127,NBA 1946-1947 Regular_Season Players Statistic
Art Stolkey,DTF,23,0.0,102,36,164,0.22,-,-,-,30,44,0.682,-,-,0,38,-,-,-,72,NBA 1946-1947 Regular_Season Players Statistic
Lou Spicer,PRO,4,0.0,1,0,7,0.0,-,-,-,1,2,0.5,-,-,0,0,-,-,-,3,NBA 1946-1947 Regular_Season Players Statistic
Art Spector,BOS,55,0.0,329,123,460,0.267,-,-,-,83,150,0.553,-,-,0,46,-,-,-,130,NBA 1946-1947 Regular_Season Players Statistic
Gino Sovran,TRH,6,0.0,11,5,15,0.333,-,-,-,1,2,0.5,-,-,0,1,-,-,-,5,NBA 1946-1947 Regular_Season Players Statistic
Deb Smith,STB,48,0.0,73,32,119,0.269,-,-,-,9,21,0.429,-,-,0,6,-,-,-,47,NBA 1946-1947 Regular_Season Players Statistic
