Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Tyler Zeller,BOS,60,709.9,364.0,138,290.0,0.476,0,0,0.0,88,108,0.815,62,116,178.0,29,10,22,46,97,NBA 2015-2016 Regular_Season Players Statistic
Cody Zeller,CHA,73,1773.8,638.0,231,437.0,0.529,1,10,0.1,175,232,0.754,138,317,455.0,71,57,63,68,204,NBA 2015-2016 Regular_Season Players Statistic
Thaddeus Young,BRK,73,2407.4,1.102,495,963.0,0.514,7,30,0.233,105,163,0.644,176,484,660.0,135,112,37,136,182,NBA 2015-2016 Regular_Season Players Statistic
Nick Young,LAL,54,1033.4,392.0,126,372.0,0.339,77,237,0.325,63,76,0.829,14,83,97.0,34,23,7,30,50,NBA 2015-2016 Regular_Season Players Statistic
Joe Young,IND,41,383.5,154.0,62,169.0,0.367,10,46,0.217,20,25,0.8,6,44,50.0,65,15,0,33,30,NBA 2015-2016 Regular_Season Players Statistic
James Young,BOS,29,198.9,29.0,11,36.0,0.306,6,26,0.231,1,4,0.25,4,22,26.0,9,6,1,5,17,NBA 2015-2016 Regular_Season Players Statistic
Tony Wroten,PHI,8,144.3,67.0,22,65.0,0.338,3,17,0.176,20,37,0.541,2,19,21.0,20,3,0,29,11,NBA 2015-2016 Regular_Season Players Statistic
Delon Wright,TOR,27,229.3,103.0,36,80.0,0.45,5,13,0.385,26,35,0.743,8,29,37.0,31,8,3,16,7,NBA 2015-2016 Regular_Season Players Statistic
Brandan Wright,MEM,12,212.1,83.0,35,52.0,0.673,0,0,0.0,13,24,0.542,14,29,43.0,6,5,15,10,21,NBA 2015-2016 Regular_Season Players Statistic
Metta World Peace,LAL,35,589.9,176.0,55,177.0,0.311,26,84,0.31,40,57,0.702,19,70,89.0,27,22,11,15,67,NBA 2015-2016 Regular_Season Players Statistic
Christian Wood,PHI,17,144.8,61.0,22,53.0,0.415,4,11,0.364,13,21,0.619,13,25,38.0,3,5,7,2,11,NBA 2015-2016 Regular_Season Players Statistic
Jeff Withey,UTA,51,657.9,217.0,87,162.0,0.537,0,2,0.0,43,59,0.729,56,117,173.0,20,21,53,28,75,NBA 2015-2016 Regular_Season Players Statistic
Justise Winslow,MIA,78,2232.1,502.0,195,462.0,0.422,32,116,0.276,80,117,0.684,81,322,403.0,117,68,26,95,184,NBA 2015-2016 Regular_Season Players Statistic
Mo Williams,CLE,41,747.8,338.0,132,302.0,0.437,36,102,0.353,38,42,0.905,6,66,72.0,98,14,5,57,60,NBA 2015-2016 Regular_Season Players Statistic
Marvin Williams,CHA,81,2338.2,948.0,338,747.0,0.452,152,378,0.402,120,144,0.833,127,394,521.0,110,58,77,62,133,NBA 2015-2016 Regular_Season Players Statistic
Lou Williams,LAL,67,1906.7,1.028,283,693.0,0.408,110,320,0.344,352,424,0.83,31,138,169.0,167,62,19,107,107,NBA 2015-2016 Regular_Season Players Statistic
Elliot Williams,MEM,5,45.2,8.0,2,10.0,0.2,1,4,0.25,3,4,0.75,1,3,4.0,4,0,0,1,2,NBA 2015-2016 Regular_Season Players Statistic
Derrick Williams,NYK,80,1434.9,746.0,254,565.0,0.45,44,150,0.293,194,256,0.758,47,249,296.0,75,29,9,61,69,NBA 2015-2016 Regular_Season Players Statistic
Deron Williams,DAL,65,2106.0,918.0,321,775.0,0.414,97,282,0.344,179,206,0.869,19,171,190.0,378,61,14,150,155,NBA 2015-2016 Regular_Season Players Statistic
Alan Williams,PHX,10,68.2,29.0,10,24.0,0.417,0,0,0.0,9,14,0.643,14,24,38.0,5,4,5,6,15,NBA 2015-2016 Regular_Season Players Statistic
C.J. Wilcox,LAC,23,166.8,70.0,26,66.0,0.394,9,23,0.391,9,12,0.75,1,11,12.0,10,10,2,2,15,NBA 2015-2016 Regular_Season Players Statistic
Andrew Wiggins,MIN,81,2845.0,1.675,594,1.294,0.459,57,190,0.3,430,565,0.761,107,186,293.0,164,78,46,182,165,NBA 2015-2016 Regular_Season Players Statistic
Shayne Whittington,IND,7,40.7,11.0,5,11.0,0.455,0,2,0.0,1,2,0.5,5,7,12.0,3,1,1,5,7,NBA 2015-2016 Regular_Season Players Statistic
Hassan Whiteside,MIA,73,2125.4,1.04,413,682.0,0.606,0,0,0.0,214,329,0.65,238,627,865.0,30,44,269,137,201,NBA 2015-2016 Regular_Season Players Statistic
Russell Westbrook,OKC,80,2749.5,1.878,656,1.444,0.454,101,341,0.296,465,573,0.812,145,481,626.0,834,163,20,342,200,NBA 2015-2016 Regular_Season Players Statistic
David West,SAS,78,1404.3,554.0,244,448.0,0.545,3,7,0.429,63,80,0.788,72,237,309.0,143,44,55,68,142,NBA 2015-2016 Regular_Season Players Statistic
Sonny Weems,PHI,43,498.4,107.0,42,110.0,0.382,15,41,0.366,8,15,0.533,7,46,53.0,49,10,1,41,47,NBA 2015-2016 Regular_Season Players Statistic
Briante Weber,MIA,7,168.7,31.0,14,39.0,0.359,0,5,0.0,3,4,0.75,8,17,25.0,21,9,3,9,12,NBA 2015-2016 Regular_Season Players Statistic
C.J. Watson,ORL,33,655.7,142.0,47,137.0,0.343,14,48,0.292,34,39,0.872,10,56,66.0,88,19,5,25,49,NBA 2015-2016 Regular_Season Players Statistic
T.J. Warren,PHX,47,1070.2,515.0,221,441.0,0.501,28,70,0.4,45,64,0.703,57,90,147.0,44,37,16,32,94,NBA 2015-2016 Regular_Season Players Statistic
John Wall,WAS,77,2784.0,1.531,572,1.349,0.424,115,328,0.351,272,344,0.791,42,337,379.0,789,145,59,318,159,NBA 2015-2016 Regular_Season Players Statistic
Kemba Walker,CHA,81,2885.2,1.689,568,1.331,0.427,182,490,0.371,371,438,0.847,56,301,357.0,421,127,39,171,111,NBA 2015-2016 Regular_Season Players Statistic
Dion Waiters,OKC,78,2151.6,762.0,282,706.0,0.399,86,241,0.357,112,157,0.713,36,166,202.0,154,81,15,120,143,NBA 2015-2016 Regular_Season Players Statistic
Dwyane Wade,MIA,74,2258.0,1.409,540,1.183,0.456,7,44,0.159,322,406,0.793,82,220,302.0,344,79,42,203,116,NBA 2015-2016 Regular_Season Players Statistic
Sasha Vujacic,NYK,61,908.4,296.0,106,277.0,0.383,52,143,0.364,32,39,0.821,26,123,149.0,84,34,5,44,83,NBA 2015-2016 Regular_Season Players Statistic
Nikola Vucevic,ORL,65,2036.9,1.181,533,1.046,0.51,2,9,0.222,113,150,0.753,173,402,575.0,179,53,70,123,173,NBA 2015-2016 Regular_Season Players Statistic
Noah Vonleh,POR,78,1173.5,283.0,117,278.0,0.421,11,46,0.239,38,51,0.745,91,214,305.0,30,27,26,50,152,NBA 2015-2016 Regular_Season Players Statistic
Charlie Villanueva,DAL,62,665.1,319.0,125,327.0,0.382,47,172,0.273,22,24,0.917,24,128,152.0,24,18,15,31,71,NBA 2015-2016 Regular_Season Players Statistic
Rashad Vaughn,MIL,70,1000.7,217.0,81,266.0,0.305,43,147,0.293,12,15,0.8,11,77,88.0,39,29,16,28,73,NBA 2015-2016 Regular_Season Players Statistic
Greivis Vasquez,MIL,23,459.9,130.0,45,138.0,0.326,18,73,0.247,22,26,0.846,5,42,47.0,91,10,0,40,42,NBA 2015-2016 Regular_Season Players Statistic
Anderson Varejao,GSW,53,495.6,138.0,53,124.0,0.427,0,1,0.0,32,50,0.64,37,104,141.0,35,16,10,22,70,NBA 2015-2016 Regular_Season Players Statistic
Jonas Valanciunas,TOR,60,1556.9,768.0,303,536.0,0.565,0,0,0.0,162,213,0.761,184,363,547.0,42,25,80,85,158,NBA 2015-2016 Regular_Season Players Statistic
Beno Udrih,MIA,44,707.7,205.0,86,198.0,0.434,15,44,0.341,18,20,0.9,8,64,72.0,116,14,1,53,51,NBA 2015-2016 Regular_Season Players Statistic
Myles Turner,IND,60,1367.2,619.0,264,530.0,0.498,3,14,0.214,88,121,0.727,68,264,332.0,41,25,86,67,158,NBA 2015-2016 Regular_Season Players Statistic
Evan Turner,BOS,81,2270.6,854.0,343,753.0,0.456,20,83,0.241,148,179,0.827,50,347,397.0,359,80,28,169,139,NBA 2015-2016 Regular_Season Players Statistic
P.J. Tucker,PHX,82,2539.6,652.0,239,582.0,0.411,68,206,0.33,106,142,0.746,165,347,512.0,177,106,20,111,202,NBA 2015-2016 Regular_Season Players Statistic
Karl-Anthony Towns,MIN,82,2626.1,1.503,625,1.152,0.543,30,88,0.341,223,275,0.811,226,629,855.0,161,58,138,183,245,NBA 2015-2016 Regular_Season Players Statistic
Axel Toupane,DEN,21,305.4,76.0,25,70.0,0.357,13,40,0.325,13,17,0.765,8,23,31.0,15,7,6,6,40,NBA 2015-2016 Regular_Season Players Statistic
Anthony Tolliver,DET,72,1340.6,383.0,128,332.0,0.386,98,272,0.36,29,47,0.617,39,190,229.0,52,26,16,28,86,NBA 2015-2016 Regular_Season Players Statistic
Marcus Thornton,WAS,61,1108.1,590.0,216,542.0,0.399,91,270,0.337,67,79,0.848,38,112,150.0,85,47,4,51,90,NBA 2015-2016 Regular_Season Players Statistic
Tristan Thompson,CLE,82,2269.2,643.0,247,420.0,0.588,0,0,0.0,149,242,0.616,268,470,738.0,62,38,51,61,202,NBA 2015-2016 Regular_Season Players Statistic
Klay Thompson,GSW,80,2666.4,1.771,651,1.386,0.47,276,650,0.425,193,221,0.873,35,271,306.0,166,60,49,138,152,NBA 2015-2016 Regular_Season Players Statistic
Jason Thompson,TOR,47,471.4,147.0,52,108.0,0.481,5,15,0.333,38,54,0.704,32,102,134.0,29,12,20,15,80,NBA 2015-2016 Regular_Season Players Statistic
Hollis Thompson,PHI,77,2153.9,758.0,270,680.0,0.397,149,392,0.38,69,96,0.719,54,218,272.0,99,36,24,76,187,NBA 2015-2016 Regular_Season Players Statistic
Lance Thomas,NYK,59,1313.4,484.0,169,382.0,0.442,44,109,0.404,102,119,0.857,34,97,131.0,53,22,7,57,109,NBA 2015-2016 Regular_Season Players Statistic
Isaiah Thomas,BOS,82,2644.4,1.823,591,1.382,0.428,167,465,0.359,474,544,0.871,46,197,243.0,509,91,9,220,167,NBA 2015-2016 Regular_Season Players Statistic
Jason Terry,HOU,72,1257.7,422.0,151,376.0,0.402,93,261,0.356,27,33,0.818,14,65,79.0,103,47,9,49,91,NBA 2015-2016 Regular_Season Players Statistic
Garrett Temple,WAS,80,1951.2,582.0,201,505.0,0.398,89,258,0.345,91,125,0.728,36,176,212.0,140,69,18,64,195,NBA 2015-2016 Regular_Season Players Statistic
Mirza Teletovic,PHX,79,1685.5,965.0,332,777.0,0.427,181,460,0.393,120,155,0.774,55,247,302.0,89,32,21,84,159,NBA 2015-2016 Regular_Season Players Statistic
Jeff Teague,ATL,79,2254.7,1.239,434,988.0,0.439,110,275,0.4,261,312,0.837,33,181,214.0,470,97,24,218,167,NBA 2015-2016 Regular_Season Players Statistic
Edy Tavares,ATL,11,72.7,25.0,11,19.0,0.579,0,0,0.0,3,8,0.375,7,14,21.0,3,1,6,5,8,NBA 2015-2016 Regular_Season Players Statistic
Jared Sullinger,BOS,81,1914.6,834.0,351,806.0,0.435,29,103,0.282,103,161,0.64,194,479,673.0,187,75,47,102,209,NBA 2015-2016 Regular_Season Players Statistic
Rodney Stuckey,IND,58,1275.5,517.0,183,443.0,0.413,20,83,0.241,131,158,0.829,19,137,156.0,142,43,8,76,77,NBA 2015-2016 Regular_Season Players Statistic
Amar'e Stoudemire,MIA,52,762.3,300.0,125,221.0,0.566,0,0,0.0,50,67,0.746,65,157,222.0,27,18,41,47,92,NBA 2015-2016 Regular_Season Players Statistic
Jarnell Stokes,MIA,7,18.6,7.0,3,5.0,0.6,0,0,0.0,1,2,0.5,1,3,4.0,1,1,0,0,1,NBA 2015-2016 Regular_Season Players Statistic
Alex Stepheson,MEM,8,72.2,22.0,9,27.0,0.333,0,0,0.0,4,12,0.333,19,9,28.0,2,1,5,0,12,NBA 2015-2016 Regular_Season Players Statistic
Lance Stephenson,MEM,69,1372.3,573.0,228,474.0,0.481,30,78,0.385,87,111,0.784,40,183,223.0,133,43,9,94,135,NBA 2015-2016 Regular_Season Players Statistic
Nik Stauskas,PHI,73,1809.0,617.0,210,545.0,0.385,106,325,0.326,91,118,0.771,23,160,183.0,138,44,20,94,115,NBA 2015-2016 Regular_Season Players Statistic
Tiago Splitter,ATL,36,579.5,201.0,81,155.0,0.523,0,2,0.0,39,48,0.813,45,75,120.0,30,20,12,24,71,NBA 2015-2016 Regular_Season Players Statistic
Marreese Speights,GSW,72,832.4,512.0,197,456.0,0.432,24,62,0.387,94,114,0.825,77,162,239.0,61,19,34,66,117,NBA 2015-2016 Regular_Season Players Statistic
Tony Snell,CHI,64,1301.0,338.0,126,339.0,0.372,56,155,0.361,30,33,0.909,19,180,199.0,63,16,17,52,100,NBA 2015-2016 Regular_Season Players Statistic
Russ Smith,MEM,15,66.2,23.0,7,22.0,0.318,1,5,0.2,8,13,0.615,1,8,9.0,11,5,1,7,5,NBA 2015-2016 Regular_Season Players Statistic
Josh Smith,HOU,55,880.0,332.0,127,349.0,0.364,41,143,0.287,37,67,0.552,51,141,192.0,90,34,47,77,118,NBA 2015-2016 Regular_Season Players Statistic
Jason Smith,ORL,76,1180.9,546.0,244,503.0,0.485,4,16,0.25,54,67,0.806,53,166,219.0,62,33,65,57,163,NBA 2015-2016 Regular_Season Players Statistic
J.R. Smith,CLE,77,2362.0,955.0,353,850.0,0.415,204,510,0.4,45,71,0.634,43,174,217.0,130,81,21,59,204,NBA 2015-2016 Regular_Season Players Statistic
Ish Smith,PHI,77,2238.8,972.0,397,967.0,0.411,56,170,0.329,122,176,0.693,43,262,305.0,502,88,24,175,133,NBA 2015-2016 Regular_Season Players Statistic
Greg Smith,MIN,18,192.0,43.0,18,32.0,0.563,0,0,0.0,7,17,0.412,12,30,42.0,6,4,1,7,28,NBA 2015-2016 Regular_Season Players Statistic
Marcus Smart,BOS,61,1666.8,558.0,184,529.0,0.348,61,241,0.253,129,166,0.777,76,179,255.0,185,91,18,80,183,NBA 2015-2016 Regular_Season Players Statistic
Donald Sloan,BRK,61,1317.8,424.0,154,350.0,0.44,38,99,0.384,78,104,0.75,17,156,173.0,268,32,4,80,73,NBA 2015-2016 Regular_Season Players Statistic
Kyle Singler,OKC,68,977.1,231.0,86,221.0,0.389,30,97,0.309,29,44,0.659,50,91,141.0,24,30,9,32,120,NBA 2015-2016 Regular_Season Players Statistic
Henry Sims,BRK,14,262.9,91.0,33,77.0,0.429,0,0,0.0,25,30,0.833,21,51,72.0,9,9,14,12,37,NBA 2015-2016 Regular_Season Players Statistic
Jonathon Simmons,SAS,55,812.8,331.0,122,242.0,0.504,18,47,0.383,69,92,0.75,16,80,96.0,58,24,5,53,103,NBA 2015-2016 Regular_Season Players Statistic
Iman Shumpert,CLE,54,1316.3,311.0,114,305.0,0.374,43,146,0.295,40,51,0.784,32,171,203.0,92,54,19,57,119,NBA 2015-2016 Regular_Season Players Statistic
Ramon Sessions,WAS,82,1667.1,810.0,280,592.0,0.473,36,111,0.324,214,283,0.756,25,178,203.0,239,46,5,115,102,NBA 2015-2016 Regular_Season Players Statistic
Kevin Seraphin,NYK,48,526.5,187.0,84,205.0,0.41,0,2,0.0,19,23,0.826,31,95,126.0,47,8,36,43,67,NBA 2015-2016 Regular_Season Players Statistic
Thabo Sefolosha,ATL,75,1757.6,480.0,188,372.0,0.505,42,124,0.339,62,99,0.626,52,282,334.0,107,85,37,68,109,NBA 2015-2016 Regular_Season Players Statistic
Mike Scott,ATL,75,1146.2,464.0,176,376.0,0.468,62,158,0.392,50,63,0.794,53,153,206.0,78,25,17,42,102,NBA 2015-2016 Regular_Season Players Statistic
Luis Scola,TOR,76,1636.2,664.0,269,598.0,0.45,65,161,0.404,61,84,0.726,85,276,361.0,66,46,27,68,178,NBA 2015-2016 Regular_Season Players Statistic
Dennis Schroder,ATL,80,1621.0,879.0,329,781.0,0.421,77,239,0.322,144,182,0.791,25,179,204.0,349,70,9,183,138,NBA 2015-2016 Regular_Season Players Statistic
